produto,sigla_uf,data_coleta,preco_medio,preco_minimo,preco_maximo
Gasolina,RJ,2022-01-05,7.2009708737864077669903,6.790000000000000000,7.890000000000000000
Gasolina,RJ,2022-01-18,7.3313333333333333333333,6.840000000000000000,7.790000000000000000
Gasolina,RJ,2022-06-07,7.8628682170542635658915,7.090000000000000000,8.490000000000000000
Gasolina,RJ,2022-08-08,5.7630252100840336134454,5.250000000000000000,6.490000000000000000
Gasolina,RJ,2022-12-12,5.1165137614678899082569,4.710000000000000000,5.690000000000000000
Gasolina,SP,2022-02-11,6.1460000000000000000000,5.990000000000000000,6.290000000000000000
Gasolina,RJ,2022-08-03,5.7683733333333333333333,5.390000000000000000,7.390000000000000000
Gasolina,RJ,2022-11-16,5.0675000000000000000000,4.740000000000000000,5.440000000000000000
Gasolina,RJ,2022-02-23,7.1955737704918032786885,6.690000000000000000,7.590000000000000000
Gasolina,RJ,2022-06-06,7.7755932203389830508475,7.340000000000000000,8.440000000000000000
Gasolina,RJ,2022-12-14,4.9917021276595744680851,4.690000000000000000,5.390000000000000000
Gasolina,SP,2022-09-13,4.8095978021978021978022,4.340000000000000000,6.990000000000000000
Gasolina,RJ,2022-05-06,8.2200000000000000000000,8.190000000000000000,8.280000000000000000
Gasolina,RJ,2022-08-15,5.5991111111111111111111,5.240000000000000000,6.090000000000000000
Gasolina,SP,2022-10-03,4.7033522727272727272727,4.150000000000000000,6.990000000000000000
Gasolina,SP,2022-10-14,4.6950000000000000000000,4.390000000000000000,4.990000000000000000
Gasolina,RJ,2022-12-15,4.9005555555555555555556,4.780000000000000000,5.090000000000000000
Gasolina,RJ,2022-06-28,7.6655813953488372093023,6.990000000000000000,8.380000000000000000
Gasolina,SP,2022-06-09,6.8485665529010238907850,6.180000000000000000,7.890000000000000000
Gasolina,SP,2022-06-20,6.9709090909090909090909,5.990000000000000000,8.890000000000000000
Gasolina,RJ,2022-06-15,7.7837333333333333333333,7.190000000000000000,8.990000000000000000
Gasolina,SP,2022-01-05,6.2701348314606741573034,5.780000000000000000,6.890000000000000000
Gasolina,SP,2022-04-22,7.1900000000000000000000,7.190000000000000000,7.190000000000000000
Gasolina,SP,2022-05-09,6.9374321880650994575045,6.360000000000000000,8.590000000000000000
Gasolina,RJ,2022-04-13,7.7880000000000000000000,7.190000000000000000,8.340000000000000000
Gasolina,SP,2022-02-21,6.2801968503937007874016,5.790000000000000000,7.590000000000000000
Gasolina,SP,2022-03-23,6.8846134020618556701031,6.250000000000000000,8.190000000000000000
Gasolina,RJ,2022-09-01,5.3212195121951219512195,4.850000000000000000,5.980000000000000000
Gasolina,SP,2022-01-31,6.3677096774193548387097,5.780000000000000000,6.990000000000000000
Gasolina,SP,2022-02-10,6.2851056338028169014085,5.570000000000000000,6.790000000000000000
Gasolina,SP,2022-12-29,4.8060126582278481012658,4.290000000000000000,5.490000000000000000
Gasolina,SP,2022-10-24,4.8390657439446366782007,4.270000000000000000,6.990000000000000000
Gasolina,RJ,2022-06-17,7.8771428571428571428571,7.490000000000000000,8.310000000000000000
Gasolina,RJ,2022-08-22,5.5729347826086956521739,4.990000000000000000,6.190000000000000000
Gasolina,SP,2022-08-30,5.0704096385542168674699,4.460000000000000000,6.990000000000000000
Gasolina,SP,2022-02-09,6.3481422018348623853211,5.780000000000000000,7.590000000000000000
Gasolina,SP,2022-08-16,5.3340983606557377049180,4.500000000000000000,6.990000000000000000
Gasolina,SP,2022-12-01,4.9818518518518518518519,4.390000000000000000,6.990000000000000000
Gasolina,RJ,2022-11-03,5.0438095238095238095238,4.790000000000000000,5.690000000000000000
Gasolina,RJ,2022-01-07,6.9800000000000000000000,6.980000000000000000,6.980000000000000000
Gasolina,SP,2022-08-31,4.9946062052505966587112,4.230000000000000000,5.990000000000000000
Gasolina,SP,2022-12-06,4.9521596244131455399061,4.310000000000000000,6.990000000000000000
Gasolina,SP,2022-03-16,6.8867160493827160493827,6.190000000000000000,7.690000000000000000
Gasolina,SP,2022-06-14,6.8443828264758497316637,6.290000000000000000,8.390000000000000000
Gasolina,SP,2022-06-23,6.9843984962406015037594,6.180000000000000000,8.780000000000000000
Gasolina,SP,2022-09-05,4.9758434903047091412742,4.390000000000000000,6.990000000000000000
Gasolina,SP,2022-12-20,4.8626792452830188679245,4.290000000000000000,6.990000000000000000
Gasolina,SP,2022-01-14,6.3545000000000000000000,5.780000000000000000,6.890000000000000000
Gasolina,RJ,2022-09-05,5.4119852941176470588235,4.770000000000000000,5.980000000000000000
Gasolina,RJ,2022-12-05,5.1916455696202531645570,4.630000000000000000,5.890000000000000000
Gasolina,SP,2022-04-29,6.9911111111111111111111,6.690000000000000000,7.150000000000000000
Gasolina,SP,2022-07-04,6.1826420454545454545455,5.570000000000000000,7.490000000000000000
Gasolina,RJ,2022-01-04,7.1333707865168539325843,6.590000000000000000,7.790000000000000000
Gasolina,RJ,2022-07-06,6.4370588235294117647059,5.690000000000000000,7.990000000000000000
Gasolina,RJ,2022-07-11,6.1041441441441441441441,5.720000000000000000,6.990000000000000000
Gasolina,RJ,2022-12-13,5.1407894736842105263158,4.690000000000000000,5.790000000000000000
Gasolina,SP,2022-04-04,6.8514388489208633093525,6.090000000000000000,7.640000000000000000
Gasolina,SP,2022-06-21,7.0375324675324675324675,6.190000000000000000,7.990000000000000000
Gasolina,SP,2022-09-08,4.7657547169811320754717,4.440000000000000000,5.390000000000000000
Gasolina,RJ,2022-02-10,7.3500000000000000000000,6.990000000000000000,7.690000000000000000
Gasolina,SP,2022-02-23,6.3040811455847255369928,5.570000000000000000,7.590000000000000000
